"","Order.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","City","State","Category","Sub.Category","Sales"
"2636",2016-07-05,5,"2016","Jul","Second Class","Barbara Fisher","Corporate","Fayetteville","North Carolina","Office Supplies","Binders",7.23
"2637",2016-08-15,4,"2016","Aug","Standard Class","Tim Taslimi","Corporate","Los Angeles","California","Office Supplies","Storage",323.1
"2638",2018-06-12,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","New York City","New York","Office Supplies","Paper",19.04
"2639",2018-06-12,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","New York City","New York","Office Supplies","Binders",13.128
"2640",2018-06-12,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","New York City","New York","Office Supplies","Art",64.14
"2641",2018-06-12,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","New York City","New York","Furniture","Chairs",858.24
"2642",2016-02-20,5,"2016","Feb","Standard Class","Liz MacKendrick","Consumer","Hot Springs","Arkansas","Technology","Accessories",29.99
"2643",2017-12-29,1,"2017","Dec","First Class","Kelly Andreada","Consumer","Aurora","Illinois","Office Supplies","Paper",186.048
"2644",2017-04-17,4,"2017","Apr","Second Class","Ben Ferrer","Home Office","Raleigh","North Carolina","Technology","Phones",36.792
"2645",2017-04-17,4,"2017","Apr","Second Class","Ben Ferrer","Home Office","Raleigh","North Carolina","Furniture","Furnishings",18.624
"2646",2015-09-07,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","Tulsa","Oklahoma","Furniture","Furnishings",57.69
"2647",2015-09-07,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","Tulsa","Oklahoma","Office Supplies","Binders",42.81
"2648",2015-09-07,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","Tulsa","Oklahoma","Office Supplies","Paper",12.96
"2649",2015-09-07,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","Tulsa","Oklahoma","Furniture","Furnishings",821.88
"2650",2015-09-07,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","Tulsa","Oklahoma","Technology","Phones",104.85
"2651",2017-09-26,5,"2017","Oct","Standard Class","Sally Hughsby","Corporate","Hesperia","California","Furniture","Bookcases",424.9575
"2652",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Binders",10.776
"2653",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Binders",11.784
"2654",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Paper",164.88
"2655",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Furniture","Bookcases",1292.94
"2656",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Binders",25.584
"2657",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Storage",261.74
"2658",2018-09-17,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","Provo","Utah","Office Supplies","Labels",14.4
"2659",2017-08-16,4,"2017","Aug","Standard Class","Pete Kriz","Consumer","San Francisco","California","Office Supplies","Envelopes",10.86
"2660",2016-12-24,4,"2016","Dec","Standard Class","Harold Ryan","Corporate","Gilbert","Arizona","Furniture","Chairs",883.84
"2661",2018-11-28,4,"2018","Dec","Standard Class","Deirdre Greer","Corporate","New York City","New York","Technology","Phones",1979.89
"2662",2018-11-28,4,"2018","Dec","Standard Class","Deirdre Greer","Corporate","New York City","New York","Office Supplies","Envelopes",79.96
"2663",2018-04-14,1,"2018","Apr","First Class","Craig Leslie","Home Office","Springfield","Missouri","Office Supplies","Binders",8.76
"2664",2017-05-01,3,"2017","May","First Class","Herbert Flentye","Consumer","Memphis","Tennessee","Office Supplies","Labels",3.984
"2665",2017-05-01,3,"2017","May","First Class","Herbert Flentye","Consumer","Memphis","Tennessee","Furniture","Tables",370.62
"2666",2017-05-01,3,"2017","May","First Class","Herbert Flentye","Consumer","Memphis","Tennessee","Office Supplies","Binders",2.742
"2667",2017-10-01,0,"2017","Oct","Same Day","Hunter Glantz","Consumer","Amarillo","Texas","Technology","Accessories",79.512
"2668",2017-10-01,0,"2017","Oct","Same Day","Hunter Glantz","Consumer","Amarillo","Texas","Office Supplies","Paper",28.352
"2669",2016-08-25,5,"2016","Aug","Standard Class","Nancy Lomonaco","Home Office","Los Angeles","California","Furniture","Chairs",40.784
"2670",2016-08-25,5,"2016","Aug","Standard Class","Nancy Lomonaco","Home Office","Los Angeles","California","Office Supplies","Appliances",105.96
"2671",2015-09-09,3,"2015","Sep","Second Class","Rick Reed","Corporate","Lowell","Massachusetts","Office Supplies","Paper",166.44
"2672",2015-09-09,3,"2015","Sep","Second Class","Rick Reed","Corporate","Lowell","Massachusetts","Furniture","Chairs",785.88
"2673",2015-09-09,3,"2015","Sep","Second Class","Rick Reed","Corporate","Lowell","Massachusetts","Office Supplies","Paper",26.2
"2674",2015-09-09,3,"2015","Sep","Second Class","Rick Reed","Corporate","Lowell","Massachusetts","Office Supplies","Storage",1325.85
"2675",2018-12-03,0,"2018","Dec","Same Day","Toby Carlisle","Consumer","San Diego","California","Office Supplies","Paper",166.44
"2676",2018-11-27,5,"2018","Dec","Standard Class","Doug Bickford","Consumer","Asheville","North Carolina","Office Supplies","Art",8.76
"2677",2018-11-27,5,"2018","Dec","Standard Class","Doug Bickford","Consumer","Asheville","North Carolina","Office Supplies","Appliances",43.584
"2678",2015-06-21,0,"2015","Jun","Same Day","Stewart Visinsky","Consumer","Pueblo","Colorado","Office Supplies","Binders",11.088
"2679",2015-06-21,0,"2015","Jun","Same Day","Stewart Visinsky","Consumer","Pueblo","Colorado","Office Supplies","Binders",25.164
"2680",2018-01-21,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","Jackson","Michigan","Office Supplies","Binders",14.4
"2681",2018-01-21,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","Jackson","Michigan","Technology","Accessories",619.95
"2682",2018-01-21,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","Jackson","Michigan","Office Supplies","Binders",89.52
"2683",2018-01-21,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","Jackson","Michigan","Technology","Machines",350.973
"2684",2018-01-21,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","Jackson","Michigan","Technology","Phones",164.99
"2685",2018-06-29,7,"2018","Jul","Standard Class","Carol Triggs","Consumer","Los Angeles","California","Office Supplies","Binders",312.552
"2686",2017-09-06,5,"2017","Sep","Standard Class","Karl Braun","Consumer","Thomasville","North Carolina","Office Supplies","Envelopes",95.952
"2687",2017-09-06,5,"2017","Sep","Standard Class","Karl Braun","Consumer","Thomasville","North Carolina","Office Supplies","Binders",3.204
"2688",2017-08-04,1,"2017","Aug","First Class","Ralph Arnett","Consumer","Peoria","Illinois","Office Supplies","Binders",3.98
"2689",2016-11-12,2,"2016","Nov","First Class","Yoseph Carroll","Corporate","Los Angeles","California","Office Supplies","Paper",15.7
"2690",2015-06-30,2,"2015","Jul","First Class","Russell Applegate","Consumer","Chicago","Illinois","Office Supplies","Art",5.248
"2691",2018-12-04,4,"2018","Dec","Standard Class","Charles McCrossin","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",5.346
"2692",2017-08-28,5,"2017","Sep","Standard Class","Chad Sievert","Consumer","Englewood","Colorado","Office Supplies","Paper",15.48
"2693",2017-08-28,5,"2017","Sep","Standard Class","Chad Sievert","Consumer","Englewood","Colorado","Technology","Phones",108.576
"2694",2017-01-22,6,"2017","Jan","Standard Class","Anthony Johnson","Corporate","Seattle","Washington","Furniture","Furnishings",109.9
"2695",2015-10-15,5,"2015","Oct","Standard Class","Dan Lawera","Consumer","Hialeah","Florida","Furniture","Furnishings",15.384
"2696",2017-02-07,2,"2017","Feb","First Class","Bobby Elias","Consumer","Lancaster","Ohio","Office Supplies","Paper",30.352
"2697",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Technology","Machines",821.3
"2698",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Technology","Machines",22638.48
"2699",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Office Supplies","Paper",21.376
"2700",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Office Supplies","Art",8.016
"2701",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Furniture","Furnishings",30.768
"2702",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Office Supplies","Fasteners",18.936
"2703",2015-03-18,5,"2015","Mar","Standard Class","Sean Miller","Home Office","Jacksonville","Florida","Furniture","Furnishings",122.352
"2704",2015-05-24,6,"2015","May","Standard Class","Resi Pölking","Consumer","Baltimore","Maryland","Office Supplies","Paper",116.28
"2705",2018-07-11,2,"2018","Jul","Second Class","Joy Daniels","Consumer","New York City","New York","Technology","Accessories",132.6
"2706",2018-06-16,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","Carlsbad","New Mexico","Office Supplies","Supplies",16.68
"2707",2018-06-16,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","Carlsbad","New Mexico","Office Supplies","Paper",19.44
"2708",2018-06-16,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","Carlsbad","New Mexico","Office Supplies","Paper",192.16
"2709",2016-01-30,7,"2016","Feb","Standard Class","Charles Crestani","Consumer","Los Angeles","California","Furniture","Furnishings",227.36
"2710",2016-01-30,7,"2016","Feb","Standard Class","Charles Crestani","Consumer","Los Angeles","California","Technology","Machines",1919.976
"2711",2016-12-11,4,"2016","Dec","Standard Class","Gary Hwang","Consumer","Jacksonville","Florida","Office Supplies","Binders",12.828
"2712",2018-10-09,2,"2018","Oct","First Class","Cathy Prescott","Corporate","Lakewood","Ohio","Furniture","Furnishings",45.888
"2713",2018-07-29,3,"2018","Aug","Second Class","Gary McGarr","Consumer","Troy","New York","Office Supplies","Art",60.12
"2714",2015-04-25,4,"2015","Apr","Standard Class","Lena Creighton","Consumer","Wilmington","North Carolina","Technology","Phones",302.376
"2715",2016-12-01,5,"2016","Dec","Standard Class","Beth Thompson","Home Office","Seattle","Washington","Office Supplies","Art",13.9
"2716",2015-12-04,4,"2015","Dec","Standard Class","Cathy Prescott","Corporate","New York City","New York","Technology","Phones",129.98
"2717",2018-08-26,6,"2018","Sep","Standard Class","Steve Carroll","Home Office","Columbus","Georgia","Technology","Accessories",71.98
"2718",2015-09-07,6,"2015","Sep","Standard Class","Dennis Kane","Consumer","New York City","New York","Technology","Phones",377.97
"2719",2018-12-21,6,"2018","Dec","Standard Class","Sanjit Engle","Consumer","Costa Mesa","California","Office Supplies","Storage",124.36
"2720",2015-12-06,2,"2015","Dec","Second Class","Luke Foster","Consumer","Houston","Texas","Furniture","Furnishings",23.976
"2721",2015-11-04,4,"2015","Nov","Second Class","Odella Nelson","Corporate","Cary","North Carolina","Office Supplies","Fasteners",8.376
"2722",2015-11-04,4,"2015","Nov","Second Class","Odella Nelson","Corporate","Cary","North Carolina","Office Supplies","Appliances",58.24
"2723",2017-04-14,5,"2017","Apr","Second Class","Tom Boeckenhauer","Consumer","Alexandria","Virginia","Office Supplies","Storage",81.2
"2724",2015-10-04,4,"2015","Oct","Standard Class","David Flashing","Consumer","Vallejo","California","Office Supplies","Labels",14.45
"2725",2015-10-04,4,"2015","Oct","Standard Class","David Flashing","Consumer","Vallejo","California","Office Supplies","Binders",95.648
"2726",2018-11-07,6,"2018","Nov","Standard Class","Emily Phan","Consumer","Philadelphia","Pennsylvania","Technology","Phones",359.97
"2727",2018-11-07,6,"2018","Nov","Standard Class","Emily Phan","Consumer","Philadelphia","Pennsylvania","Furniture","Tables",350.352
"2728",2018-12-22,2,"2018","Dec","First Class","Sally Knutson","Consumer","Toledo","Ohio","Office Supplies","Binders",1.641
"2729",2018-12-22,2,"2018","Dec","First Class","Sally Knutson","Consumer","Toledo","Ohio","Technology","Phones",629.958
"2730",2018-02-13,6,"2018","Feb","Standard Class","Fred Harton","Consumer","Seattle","Washington","Office Supplies","Art",6.63
"2731",2018-02-13,6,"2018","Feb","Standard Class","Fred Harton","Consumer","Seattle","Washington","Technology","Accessories",799.96
"2732",2018-02-13,6,"2018","Feb","Standard Class","Fred Harton","Consumer","Seattle","Washington","Furniture","Furnishings",107.53
"2733",2015-07-02,4,"2015","Jul","Standard Class","Eric Hoffmann","Consumer","Plainfield","New Jersey","Technology","Phones",73.98
"2734",2015-07-02,4,"2015","Jul","Standard Class","Eric Hoffmann","Consumer","Plainfield","New Jersey","Office Supplies","Art",5.58
"2735",2016-02-21,2,"2016","Feb","Second Class","Joe Elijah","Consumer","Las Cruces","New Mexico","Office Supplies","Paper",49.12
"2736",2016-11-13,6,"2016","Nov","Standard Class","Ken Lonsdale","Consumer","Newark","Delaware","Technology","Phones",377.97
"2737",2016-11-13,6,"2016","Nov","Standard Class","Ken Lonsdale","Consumer","Newark","Delaware","Office Supplies","Paper",42.28
"2738",2016-11-13,6,"2016","Nov","Standard Class","Ken Lonsdale","Consumer","Newark","Delaware","Furniture","Bookcases",299.97
"2739",2016-11-13,6,"2016","Nov","Standard Class","Ken Lonsdale","Consumer","Newark","Delaware","Technology","Phones",89.98
"2740",2018-04-16,2,"2018","Apr","First Class","Edward Becker","Corporate","Hoover","Alabama","Office Supplies","Supplies",477.24
"2741",2018-04-16,2,"2018","Apr","First Class","Edward Becker","Corporate","Hoover","Alabama","Technology","Accessories",25.98
"2742",2017-02-25,2,"2017","Feb","Second Class","Bruce Degenhardt","Consumer","Newark","Ohio","Office Supplies","Envelopes",46.72
"2743",2015-11-04,4,"2015","Nov","Standard Class","MaryBeth Skach","Consumer","San Diego","California","Furniture","Furnishings",35.34
"2744",2016-06-20,5,"2016","Jun","Second Class","Stewart Carmichael","Corporate","San Francisco","California","Furniture","Furnishings",257.64
"2745",2016-06-20,5,"2016","Jun","Second Class","Stewart Carmichael","Corporate","San Francisco","California","Technology","Phones",125.976
"2746",2018-08-07,4,"2018","Aug","Second Class","Fred McMath","Consumer","Jacksonville","North Carolina","Technology","Accessories",79.992
"2747",2015-05-12,5,"2015","May","Standard Class","Kean Thornton","Consumer","Franklin","Massachusetts","Furniture","Tables",700.056
"2748",2016-11-22,4,"2016","Nov","Standard Class","Anne Pryor","Home Office","Frisco","Texas","Technology","Accessories",27.168
"2749",2016-12-04,4,"2016","Dec","Standard Class","Ritsa Hightower","Consumer","Tallahassee","Florida","Office Supplies","Binders",8.226
"2750",2015-06-08,6,"2015","Jun","Standard Class","Carlos Soltero","Consumer","Seattle","Washington","Furniture","Chairs",585.552
"2751",2015-08-08,3,"2015","Aug","Second Class","Tamara Manning","Consumer","Vacaville","California","Office Supplies","Storage",423.28
"2752",2015-05-26,4,"2015","May","Standard Class","Herbert Flentye","Consumer","Los Angeles","California","Furniture","Chairs",225.296
"2753",2016-04-17,4,"2016","Apr","Standard Class","George Ashbrook","Consumer","San Francisco","California","Office Supplies","Art",5.56
"2754",2016-04-17,4,"2016","Apr","Standard Class","George Ashbrook","Consumer","San Francisco","California","Technology","Accessories",323.37
"2755",2016-04-17,4,"2016","Apr","Standard Class","George Ashbrook","Consumer","San Francisco","California","Technology","Phones",783.96
"2756",2016-04-17,4,"2016","Apr","Standard Class","George Ashbrook","Consumer","San Francisco","California","Office Supplies","Appliances",1447.65
